,month,peak,gain,average
144,2017-08-01,626044.0,44317.0,0.0
145,2017-09-01,709468.0,83424.0,0.0
146,2017-10-01,674835.0,40029.0,0.0
147,2017-11-01,638295.0,46030.0,0.0
148,2017-12-01,638526.0,3123.0,0.0
149,2018-01-01,758776.0,120342.0,0.0
150,2018-02-01,728848.0,29928.0,0.0
151,2018-03-01,710912.0,17936.0,0.0
152,2018-04-01,556019.0,154893.0,0.0
153,2018-05-01,481392.0,74627.0,0.0
154,2018-06-01,449409.0,32293.0,0.0
155,2018-07-01,455676.0,8413.0,0.0
156,2018-08-01,481746.0,28706.0,0.0
157,2018-09-01,612880.0,131252.0,0.0
158,2018-10-01,594113.0,20679.0,0.0
159,2018-11-01,576288.0,25623.0,0.0
160,2018-12-01,781335.0,205063.0,0.0
161,2019-01-01,720255.0,63694.0,0.0
162,2019-02-01,686703.0,33552.0,0.0
163,2019-03-01,711735.0,30678.0,0.0
164,2019-04-01,647906.0,63829.0,0.0
165,2019-05-01,616941.0,30965.0,0.0
166,2019-06-01,614513.0,2824.0,0.0
167,2019-07-01,602806.0,12631.0,0.0
168,2019-08-01,680892.0,80912.0,0.0
169,2019-09-01,745425.0,65013.0,0.0
170,2019-10-01,776751.0,31530.0,0.0
171,2019-11-01,789463.0,12712.0,0.0
172,2019-12-01,798764.0,9301.0,0.0
173,2020-01-01,850328.0,51688.0,0.0
174,2020-02-01,959235.0,113609.0,0.0
175,2020-03-01,1269874.0,310639.0,0.0
176,2020-04-01,1354060.0,84276.0,0.0
177,2020-05-01,1220085.0,133975.0,0.0
178,2020-06-01,986980.0,233105.0,0.0
179,2020-07-01,887871.0,99109.0,0.0
180,2020-08-01,955869.0,72672.0,0.0
181,2020-09-01,1003755.0,49306.0,0.0
182,2020-10-01,977120.0,31627.0,0.0
183,2020-11-01,1069121.0,92001.0,0.0
184,2020-12-01,1201522.0,132401.0,0.0
185,2021-01-01,1158553.0,45531.0,0.0
186,2021-02-01,1156160.0,3247.0,0.0
187,2021-03-01,1234187.0,78119.0,0.0
188,2021-04-01,1182193.0,51994.0,0.0
189,2021-05-01,1114107.0,68086.0,0.0
190,2021-06-01,953085.0,161022.0,0.0
191,2021-07-01,788128.0,164957.0,0.0
192,2021-08-01,824180.0,39194.0,0.0
193,2021-09-01,970788.0,146610.0,0.0
194,2021-10-01,888099.0,84885.0,0.0
195,2021-11-01,967548.0,79449.0,0.0
196,2021-12-01,974624.0,7076.0,0.0
197,2022-01-01,1019800.0,45176.0,0.0
198,2022-02-01,1026057.0,6297.0,0.0
199,2022-03-01,1019747.0,6310.0,0.0
200,2022-04-01,1042536.0,23369.0,0.0
201,2022-05-01,954908.0,87628.0,0.0
202,2022-06-01,928566.0,26378.0,0.0
203,2022-07-01,950395.0,21863.0,0.0
204,2022-08-01,1060765.0,112750.0,0.0
205,2022-09-01,1124191.0,63558.0,0.0
206,2022-10-01,1110627.0,14296.0,616022.0
207,2022-11-01,1156226.0,45599.0,634135.0
208,2022-12-01,1090343.0,66139.0,644530.0
209,2023-01-01,1224207.0,133864.0,740837.0
210,2023-02-01,1378327.0,157320.0,816573.0
211,2023-03-01,1542231.0,164962.0,864447.0
212,2023-04-01,1536102.0,6129.0,932903.0
213,2023-05-01,1837896.0,306932.0,1123803.0
214,2023-06-01,1692482.0,145780.0,1094948.0
215,2023-07-01,1245840.0,447792.0,889281.0
216,2023-08-01,1557039.0,314755.0,939639.0
217,2023-09-01,1580157.0,23118.0,986669.0
218,2023-10-01,1412825.0,168620.0,797432.0
219,2023-11-01,1184525.0,229946.0,724793.0
220,2023-12-01,1276429.0,92080.0,785877.0
221,2024-01-01,1334752.0,58365.0,767960.0
222,2024-02-01,1431938.0,98542.0,810338.0
223,2024-03-01,1555064.0,123142.0,906218.0
224,2024-04-01,1647977.0,96677.0,950737.0
225,2024-05-01,1661558.0,15021.0,977040.0
226,2024-06-01,1558198.0,108080.0,958310.0
227,2024-07-01,1385446.0,184036.0,897463.0
228,2024-08-01,1461132.0,84276.0,917289.0
229,2024-09-01,1515033.0,61437.0,849373.0
230,2024-10-01,1529352.0,18525.0,847382.0
231,2024-11-01,1593726.0,64766.0,874051.0
232,2024-12-01,1777329.0,183603.0,934408.0
233,2025-01-01,1643797.0,137856.0,939838.0
234,2025-02-01,1827625.0,186016.0,1030620.0
235,2025-03-01,1864428.0,38899.0,1064698.0
236,2025-04-01,1898525.0,40987.0,1070094.0
237,2025-05-01,1752347.0,146178.0,1060039.0
238,2025-06-01,1766572.0,14429.0,1029242.0
239,2025-07-01,1506027.0,338169.0,954251.0
240,2025-08-01,1581554.0,79481.0,982824.0
